,name,original_name,popularity,gender,id,known_for_department,adult
4022,William Hanna,William Hanna,30.322,2,13620,Directing,False
4023,Jacqueline Law,Jacqueline Law,30.321,1,1361817,Acting,False
4024,Jacob Batalon,Jacob Batalon,30.32,2,1649152,Acting,False
4025,Masumi Harukawa,Masumi Harukawa,30.32,1,123852,Acting,False
4026,Reginald Owen,Reginald Owen,30.319,2,5832,Acting,False
4027,Tian Xiwei,田曦薇,30.312,1,2430198,Acting,False
4028,Charley Chase,Charley Chase,30.311,2,108627,Acting,False
4029,Lawrence Ng,吳啟華,30.307,2,122818,Acting,False
4030,Malia Baker,Malia Baker,30.306,1,2630461,Acting,False
4031,Patricia Arquette,Patricia Arquette,30.306,1,4687,Acting,False
4032,Joe Mantegna,Joe Mantegna,30.304,2,3266,Acting,False
4033,Megumi Ogata,緒方恵美,30.303,1,77927,Acting,False
4034,Maya Rudolph,Maya Rudolph,30.299,1,52792,Acting,False
4035,Brittney Wilson,Brittney Wilson,30.297,1,74369,Acting,False
4036,Hikari Mitsushima,満島ひかり,30.293,1,100765,Acting,False
4037,Donatella Damiani,Donatella Damiani,30.289,1,70962,Acting,False
4038,Lee Seung-joon,이승준,30.284,2,1113060,Acting,False
4039,Kath Soucie,Kath Soucie,30.283,1,60739,Acting,False
4040,Sydne Rome,Sydne Rome,30.28,1,105350,Acting,False
4041,Mariya Ise,伊瀬茉莉也,30.279,1,1250465,Acting,False
4042,Vasili Merkuryev,Василий Меркурьев,30.275,2,86851,Acting,False
4043,Elçin Afacan,Elçin Afacan,30.274,1,2691051,Acting,False
4044,Marina Sirtis,Marina Sirtis,30.272,1,2393,Acting,False
4045,Yoko Maki,真木よう子,30.265,1,592147,Acting,False
4046,Macaulay Culkin,Macaulay Culkin,30.258,2,11510,Acting,False
4047,Hero Fiennes Tiffin,Hero Fiennes Tiffin,30.255,2,1114487,Acting,False
4048,Billie Eilish,Billie Eilish,30.254,1,2413513,Sound,False
4049,Mohanlal,Mohanlal,30.253,2,82732,Acting,False
4050,David Niven,David Niven,30.25,2,14261,Acting,False
4051,Nadji Jeter,Nadji Jeter,30.249,2,587035,Acting,False
4052,Perdita Weeks,Perdita Weeks,30.248,1,207549,Acting,False
4053,Hannah Marks,Hannah Marks,30.246,1,59261,Acting,False
4054,Josh Charles,Josh Charles,30.245,2,2694,Acting,False
4055,John Cenatiempo,John Cenatiempo,30.243,2,206398,Crew,False
4056,Wings Hauser,Wings Hauser,30.243,2,61153,Acting,False
4057,Kara Hui Ying-Hung,惠英紅,30.242,1,84205,Acting,False
4058,Show Kasamatsu,笠松将,30.241,2,1871926,Acting,False
4059,Dana Kimmell,Dana Kimmell,30.241,1,58799,Acting,False
4060,Chris Diamantopoulos,Chris Diamantopoulos,30.239,2,1217648,Acting,False
4061,Kwak Sun-young,곽선영,30.238,1,2087239,Acting,False
4062,Isabella Hofmann,Isabella Hofmann,30.236,1,108213,Acting,False
4063,Ricardo Montalban,Ricardo Montalban,30.234,2,1793,Acting,False
4064,Hazar Ergüçlü,Hazar Ergüçlü,30.232,1,1086261,Acting,False
4065,Irina Kupchenko,Ирина Купченко,30.229,1,99287,Acting,False
4066,John Hawkes,John Hawkes,30.228,2,16861,Acting,False
4067,Denise Esteban,Denise Esteban,30.225,1,3490247,Acting,False
4068,Sumi Shimamoto,島本須美,30.225,1,613,Acting,False
4069,Michael Chan,陳惠敏,30.223,2,83358,Acting,False
4070,Lee Marvin,Lee Marvin,30.223,2,18391,Acting,False
4071,Peter Krause,Peter Krause,30.222,2,23119,Acting,False
4072,Glen Campbell,Glen Campbell,30.221,2,86110,Acting,False
4073,Jefferson Brown,Jefferson Brown,30.219,2,83530,Acting,False
4074,Kim Min-jung,김민정,30.217,1,84786,Acting,False
4075,Junko Noda,野田順子,30.216,1,216449,Acting,False
4076,Eric André,Eric André,30.214,2,934159,Acting,False
4077,Ryoka Yuzuki,柚木涼香,30.213,1,114906,Acting,False
4078,Mike White,Mike White,30.213,2,17735,Writing,False
4079,Susan Flannery,Susan Flannery,30.211,1,113934,Acting,False
4080,Hitomi Kuroki,黒木瞳,30.211,1,71641,Acting,False
4081,Vanessa Marano,Vanessa Marano,30.21,1,120617,Acting,False
4082,Clea DuVall,Clea DuVall,30.208,1,20387,Acting,False
4083,Marcello Thedford,Marcello Thedford,30.201,2,59300,Acting,False
4084,Marc Webb,Marc Webb,30.199,2,87742,Directing,False
4085,Jee Seok-jin,지석진,30.195,2,1239238,Acting,False
4086,America Ferrera,America Ferrera,30.195,1,59174,Acting,False
4087,Anna Kotova,Анна Котова,30.192,1,1142249,Acting,False
4088,Chris Kattan,Chris Kattan,30.192,2,58317,Acting,False
4089,Jack Huston,Jack Huston,30.191,2,54738,Acting,False
4090,Robert Fuller,Robert Fuller,30.188,2,38129,Acting,False
4091,Paula Marshall,Paula Marshall,30.186,1,59449,Acting,False
4092,Joy,조이,30.185,1,1547207,Acting,False
4093,Jeremy Allen White,Jeremy Allen White,30.182,2,206905,Acting,False
4094,Grace Zabriskie,Grace Zabriskie,30.173,1,6465,Acting,False
4095,Taiten Kusunoki,楠大典,30.171,2,9718,Acting,False
4096,Celia Imrie,Celia Imrie,30.17,1,9139,Acting,False
4097,Nozomi Sasaki,佐佐木希,30.168,1,129700,Acting,False
4098,Daisuke Katō,加東大介,30.168,2,7457,Acting,False
4099,Phil Daniels,Phil Daniels,30.163,2,65301,Acting,False
4100,Danielle Cormack,Danielle Cormack,30.162,1,66577,Acting,False
4101,Kim Yeong-ok,김영옥,30.158,1,141153,Acting,False
4102,Peter O'Toole,Peter O'Toole,30.154,2,11390,Acting,False
4103,Scott Speedman,Scott Speedman,30.152,2,100,Acting,False
4104,Liu Shishi,劉詩詩,30.15,1,1185786,Acting,False
4105,Samuthirakani,Samuthirakani,30.148,2,585397,Acting,False
4106,Bruno Gunn,Bruno Gunn,30.147,2,1086222,Acting,False
4107,Hirohiko Kakegawa,掛川裕彦,30.146,2,1241536,Acting,False
4108,Burt Young,Burt Young,30.146,2,4521,Acting,False
4109,Brenda Bakke,Brenda Bakke,30.144,1,32290,Acting,False
4110,Lee Moon-sik,이문식,30.142,2,138509,Acting,False
4111,Brian Tyree Henry,Brian Tyree Henry,30.14,2,226366,Acting,False
4112,Jane Chung Chun,鍾真,30.139,1,166081,Acting,False
4113,Aya Uchida,内田彩,30.136,1,1254835,Acting,False
4114,Konomi Kohara,小原好美,30.135,1,1820616,Acting,False
4115,Anaïs Demoustier,Anaïs Demoustier,30.135,1,123989,Acting,False
4116,Piper Laurie,Piper Laurie,30.133,1,6721,Acting,False
4117,Charles McGraw,Charles McGraw,30.131,2,8233,Acting,False
4118,Arnold Pinnock,Arnold Pinnock,30.129,2,87575,Acting,False
4119,Hana Sugisaki,杉咲花,30.125,1,1348015,Acting,False
4120,Myolie Wu,胡杏兒,30.124,1,938251,Acting,False
4121,Kengo Kawanishi,河西健吾,30.12,2,1324472,Acting,False
4122,Joanna Scanlan,Joanna Scanlan,30.12,1,33450,Acting,False
4123,Akemi Kanda,神田朱未,30.119,1,1241601,Acting,False
4124,Engin Akyürek,Engin Akyürek,30.112,2,1004806,Acting,False
4125,Pierre Niney,Pierre Niney,30.107,2,145121,Acting,False
4126,Rojbin Erden,Rojbin Erden,30.106,1,3619915,Acting,False
4127,John Ratzenberger,John Ratzenberger,30.106,2,7907,Acting,False
4128,Mary Steenburgen,Mary Steenburgen,30.102,1,2453,Acting,False
4129,Sarah Buxton,Sarah Buxton,30.1,1,17191,Acting,False
4130,Parley Baer,Parley Baer,30.096,2,86369,Acting,False
4131,Adam Baldwin,Adam Baldwin,30.096,2,2059,Acting,False
4132,Isabel Lucas,Isabel Lucas,30.094,1,103554,Acting,False
4133,Grace Caroline Currey,Grace Caroline Currey,30.09,1,54633,Acting,False
4134,JoBeth Williams,JoBeth Williams,30.089,1,10080,Acting,False
4135,Jennifer Love Hewitt,Jennifer Love Hewitt,30.088,1,33259,Acting,False
4136,Yoon Byung-hee,윤병희,30.084,2,2663919,Acting,False
4137,Dmitriy Nagiev,Дмитрий Нагиев,30.083,2,583453,Acting,False
4138,John Vernon,John Vernon,30.077,2,17580,Acting,False
4139,Rikako Aikawa,愛河里花子,30.075,1,40332,Acting,False
4140,Hideo Ishikawa,石川英郎,30.075,2,9720,Acting,False
4141,Joan Allen,Joan Allen,30.074,1,11148,Acting,False
4142,Yeardley Smith,Yeardley Smith,30.073,1,5586,Acting,False
4143,Paul Walter Hauser,Paul Walter Hauser,30.072,2,1294982,Acting,False
4144,Joe Jonas,Joe Jonas,30.072,2,85757,Acting,False
4145,Minako Kotobuki,寿美菜子,30.066,1,1249310,Acting,False
4146,Luis Guilherme,Luiz Guilherme,30.066,2,1142530,Acting,False
4147,Matilda Anna Ingrid Lutz,Matilda Anna Ingrid Lutz,30.064,1,1464589,Acting,False
4148,Ben Browder,Ben Browder,30.064,2,26048,Acting,False
4149,Barbara Feldon,Barbara Feldon,30.063,1,87156,Acting,False
4150,Nell Verlaque,Nell Verlaque,30.061,1,2300122,Acting,False
4151,Kasturi Shankar,Kasturi Shankar,30.061,1,584692,Acting,False
4152,Valene Kane,Valene Kane,30.061,1,583815,Acting,False
4153,Edward Fox,Edward Fox,30.054,2,9126,Acting,False
4154,Aishwarya Rai Bachchan,Aishwarya Rai Bachchan,30.052,1,87773,Acting,False
4155,Lee Sang-yi,이상이,30.051,2,1863428,Acting,False
4156,Jessica Barden,Jessica Barden,30.051,1,550552,Acting,False
4157,Jonah Hauer-King,Jonah Hauer-King,30.047,2,1599391,Acting,False
4158,Peter MacNicol,Peter MacNicol,30.046,2,12688,Acting,False
4159,Anya Chalotra,Anya Chalotra,30.044,1,2146944,Acting,False
4160,Danielle Cormack,Danielle Cormack,30.162,1,66577,Acting,False
4161,Kim Yeong-ok,김영옥,30.158,1,141153,Acting,False
4162,Peter O'Toole,Peter O'Toole,30.154,2,11390,Acting,False
4163,Scott Speedman,Scott Speedman,30.152,2,100,Acting,False
4164,Liu Shishi,劉詩詩,30.15,1,1185786,Acting,False
4165,Koudai Sakai,酒井広大,23.044,2,1824188,Acting,False
4166,Samuthirakani,Samuthirakani,30.148,2,585397,Acting,False
4167,Bruno Gunn,Bruno Gunn,30.147,2,1086222,Acting,False
4168,Hirohiko Kakegawa,掛川裕彦,30.146,2,1241536,Acting,False
4169,Burt Young,Burt Young,30.146,2,4521,Acting,False
4170,Brenda Bakke,Brenda Bakke,30.144,1,32290,Acting,False
4171,Lee Moon-sik,이문식,30.142,2,138509,Acting,False
4172,Brian Tyree Henry,Brian Tyree Henry,30.14,2,226366,Acting,False
4173,Jane Chung Chun,鍾真,30.139,1,166081,Acting,False
4174,Aya Uchida,内田彩,30.136,1,1254835,Acting,False
4175,Konomi Kohara,小原好美,30.135,1,1820616,Acting,False
4176,Anaïs Demoustier,Anaïs Demoustier,30.135,1,123989,Acting,False
4177,Piper Laurie,Piper Laurie,30.133,1,6721,Acting,False
4178,Charles McGraw,Charles McGraw,30.131,2,8233,Acting,False
4179,Arnold Pinnock,Arnold Pinnock,30.129,2,87575,Acting,False
4180,Doug Jung,Doug Jung,29.987,2,65779,Writing,False
4181,Kathleen Freeman,Kathleen Freeman,29.986,1,7210,Acting,False
4182,Tati Gabrielle,Tati Gabrielle,29.984,1,1859934,Acting,False
4183,Cheryl Hines,Cheryl Hines,29.984,1,57854,Acting,False
4184,Riki Lindhome,Riki Lindhome,29.984,1,453,Acting,False
4185,Nam Ji-hyun,남지현,29.982,1,939137,Acting,False
4186,Jung Young-ju,정영주,29.98,1,2463266,Acting,False
4187,Guillermo del Toro,Guillermo del Toro,29.979,2,10828,Directing,False
4188,Won Shin-yeon,원신연,29.977,2,87894,Directing,False
4189,Sonya Walger,Sonya Walger,29.969,1,47953,Acting,False
4190,Chelsea Kane,Chelsea Kane,29.968,1,88698,Acting,False
4191,Cameron Mitchell,Cameron Mitchell,29.965,2,44728,Acting,False
4192,Robert Baker,Robert Baker,29.964,2,21723,Acting,False
4193,Suzy Amis,Suzy Amis,29.964,1,2179,Acting,False
4194,Choi Moo-seong,최무성,29.963,2,240081,Acting,False
4195,Zach Roerig,Zach Roerig,29.962,2,221841,Acting,False
4196,Gigi Lai,黎姿,29.962,1,67224,Acting,False
4197,Ronny Cox,Ronny Cox,29.962,2,780,Acting,False
4198,David Jensen,David Jensen,29.961,2,60875,Acting,False
4199,Ravil Isyanov,Равиль Исьянов,29.961,2,41742,Acting,False
4200,Hideo Ishikawa,石川英郎,30.075,2,9720,Acting,False
4201,Joan Allen,Joan Allen,30.074,1,11148,Acting,False
4202,Yeardley Smith,Yeardley Smith,30.073,1,5586,Acting,False
4203,Paul Walter Hauser,Paul Walter Hauser,30.072,2,1294982,Acting,False
4204,Joe Jonas,Joe Jonas,30.072,2,85757,Acting,False
4205,Ahn Do-gyu,안도규,19.821,2,1344127,Acting,False
4206,Minako Kotobuki,寿美菜子,30.066,1,1249310,Acting,False
4207,Luis Guilherme,Luiz Guilherme,30.066,2,1142530,Acting,False
4208,Matilda Anna Ingrid Lutz,Matilda Anna Ingrid Lutz,30.064,1,1464589,Acting,False
4209,Ben Browder,Ben Browder,30.064,2,26048,Acting,False
4210,Barbara Feldon,Barbara Feldon,30.063,1,87156,Acting,False
4211,Nell Verlaque,Nell Verlaque,30.061,1,2300122,Acting,False
4212,Kasturi Shankar,Kasturi Shankar,30.061,1,584692,Acting,False
4213,Valene Kane,Valene Kane,30.061,1,583815,Acting,False
4214,Edward Fox,Edward Fox,30.054,2,9126,Acting,False
4215,Aishwarya Rai Bachchan,Aishwarya Rai Bachchan,30.052,1,87773,Acting,False
4216,Jessica Barden,Jessica Barden,30.051,1,550552,Acting,False
4217,Jonah Hauer-King,Jonah Hauer-King,30.047,2,1599391,Acting,False
4218,Peter MacNicol,Peter MacNicol,30.046,2,12688,Acting,False
4219,Anya Chalotra,Anya Chalotra,30.044,1,2146944,Acting,False
4220,Jamie Bell,Jamie Bell,29.918,2,478,Acting,False
4221,Vasiliy Livanov,Василий Ливанов,29.911,2,1082610,Acting,False
4222,Lauren Lee Smith,Lauren Lee Smith,29.908,1,52394,Acting,False
4223,Max Beesley,Max Beesley,29.9,2,66587,Acting,False
4224,Kim Sung-cheol,김성철,29.899,2,1916087,Acting,False
4225,Kevin Richardson,Kevin Richardson,29.899,2,154013,Acting,False
4226,Kitty Zhang,张雨绮,29.897,1,74947,Acting,False
4227,Erik King,Erik King,29.896,2,154759,Acting,False
4228,Hu Yitian,胡一天,29.894,2,1922807,Acting,False
4229,David Kirschner,David Kirschner,29.89,2,13596,Production,False
4230,Patrick Fischler,Patrick Fischler,29.887,2,52801,Acting,False
4231,Jang Ki-yong,장기용,29.886,2,1655398,Acting,False
4232,Diren Polatoğulları,Diren Polatoğulları,29.886,2,1577495,Acting,False
4233,James B. Sikking,James B. Sikking,29.886,2,65568,Acting,False
4234,Lindsey Morgan,Lindsey Morgan,29.885,1,1148626,Acting,False
4235,Paul Fix,Paul Fix,29.885,2,8496,Acting,False
4236,Dan Seymour,Dan Seymour,29.882,2,85943,Acting,False
4237,Tatsuya Nakadai,仲代達矢,29.881,2,70131,Acting,False
4238,McKinley Belcher III,McKinley Belcher III,29.877,2,1493226,Acting,False
4239,Michael Weatherly,Michael Weatherly,29.876,2,122727,Acting,False
4240,Elias Koteas,Elias Koteas,29.874,2,13550,Acting,False
4241,Eiko Yamada,山田栄子,29.872,1,549566,Acting,False
4242,Jeon So-min,전소민,29.864,1,126351,Acting,False
4243,Saeko Chiba,千葉紗子,29.862,1,90500,Acting,False
4244,Pyo Ye-jin,표예진,29.86,1,1818072,Acting,False
4245,Jeffrey Tambor,Jeffrey Tambor,29.86,2,4175,Acting,False
4246,Rupert Penry-Jones,Rupert Penry-Jones,29.856,2,42276,Acting,False
4247,Carroll Baker,Carroll Baker,29.856,1,14701,Acting,False
4248,Gary Mak Wing-Lun,麥詠麟,29.852,2,1085115,Directing,False
4249,Alex Ferns,Alex Ferns,29.852,2,60416,Acting,False
4250,Kim Ah-young,김아영,29.849,1,4171741,Acting,False
4251,Saori Onishi,大西沙織,29.845,1,1339189,Acting,False
4252,David Proval,David Proval,29.84,2,2555,Acting,False
4253,Mario Cimarro,Mario Cimarro,29.833,2,86039,Acting,False
4254,Brooke Langton,Brooke Langton,29.833,1,35980,Acting,False
4255,Matt Frewer,Matt Frewer,29.832,2,40009,Acting,False
4256,John Williams,John Williams,29.831,2,491,Sound,False
4257,Graham Beckel,Graham Beckel,29.829,2,6110,Acting,False
4258,Carlos Leon,Carlos Leon,29.827,2,58565,Acting,False
4259,Minoru Shiraishi,白石稔,29.824,2,144654,Acting,False
4260,Hunter Schafer,Hunter Schafer,29.823,1,2340180,Acting,False
4261,Jo Woo-jin,조우진,29.821,2,1566012,Acting,False
4262,Shahid Kapoor,Shahid Kapoor,29.819,2,78245,Acting,False
4263,Dmitriy Shcherbina,Дмитрий Щербина,29.814,2,1288680,Acting,False
4264,Connor Paolo,Connor Paolo,29.811,2,4738,Acting,False
4265,Michiko Neya,根谷美智子,29.807,1,112277,Acting,False
4266,Josh Helman,Josh Helman,29.806,2,1056053,Acting,False
4267,Adam Beach,Adam Beach,29.803,2,33527,Acting,False
4268,David Corenswet,David Corenswet,29.798,2,1785590,Acting,False
4269,Anatoli Kubatsky,Анатолий Кубацкий,29.796,2,86745,Acting,False
4270,David Arquette,David Arquette,29.784,2,15234,Acting,False
4271,Sachiko Chijimatsu,千々松幸子,29.783,1,1241731,Acting,False
4272,Ella Joyce,Ella Joyce,29.779,1,58681,Acting,False
4273,Ulrich Thomsen,Ulrich Thomsen,29.778,2,4455,Acting,False
4274,John Rhys-Davies,John Rhys-Davies,29.772,2,655,Acting,False
4275,Nazanin Boniadi,نازنین بنیادی,29.771,1,142213,Acting,False
4276,Charlie Higson,Charlie Higson,29.771,2,87720,Acting,False
4277,Hanna Alström,Hanna Alström,29.765,1,931785,Acting,False
4278,Ryo Narita,成田凌,29.761,2,1668610,Acting,False
4279,Odeya Rush,Odeya Rush,29.76,1,1121786,Acting,False
4280,Lindsay Crouse,Lindsay Crouse,29.76,1,32225,Acting,False
4281,Scottie Thompson,Scottie Thompson,29.758,1,128628,Acting,False
4282,Kazumi Kawai,Kazumi Kawai,29.752,1,1472733,Acting,False
4283,Kristin Chenoweth,Kristin Chenoweth,29.751,1,52775,Acting,False
4284,Lee Meriwether,Lee Meriwether,29.751,1,16108,Acting,False
4285,Richard Coca,Richard Coca,29.75,2,157609,Acting,False
4286,Nikolai Skorobogatov,Николай Скоробогатов,29.747,2,99283,Acting,False
4287,Tatiana Maslany,Tatiana Maslany,29.747,1,61134,Acting,False
4288,Joe Johnston,Joe Johnston,29.745,2,4945,Directing,False
4289,January Jones,January Jones,29.739,1,31717,Acting,False
4290,Devrim Özkan,Devrim Özkan,29.734,1,2210161,Acting,False
4291,Anna Chipovskaya,Анна Чиповская,29.734,1,582512,Acting,False
4292,Mekhi Phifer,Mekhi Phifer,29.731,2,327,Acting,False
4293,Ben Shenkman,Ben Shenkman,29.728,2,6437,Acting,False
4294,Chris Owen,Chris Owen,29.726,2,26999,Acting,False
4295,Clint Howard,Clint Howard,29.725,2,15661,Acting,False
4296,Doug Hutchison,Doug Hutchison,29.721,2,6806,Acting,False
4297,Kevin Tighe,Kevin Tighe,29.72,2,17770,Acting,False
4298,Jessy Schram,Jessy Schram,29.715,1,26974,Acting,False
4299,Gerasimos Skiadaresis,Γεράσιμος Σκιαδαρέσης,29.714,2,18848,Acting,False
4300,Yeom Hye-ran,염혜란,29.711,1,2084416,Acting,False
4301,Takuma Terashima,寺島拓篤,29.711,2,222350,Acting,False
4302,Victor Williams,Victor Williams,29.701,2,26039,Acting,False
4303,Siobhán Cullen,Siobhán Cullen,29.698,1,1168778,Acting,False
4304,Amitabh Bachchan,Amitabh Bachchan,29.697,2,35780,Acting,False
4305,Hunter Hancock,Hunter Hancock,29.696,2,4006010,Acting,False
4306,Cynthia Rothrock,Cynthia Rothrock,29.693,1,74375,Acting,False
4307,Julia Ormond,Julia Ormond,29.693,1,15887,Acting,False
4308,Kotone Furukawa,古川琴音,29.692,1,2187869,Acting,False
4309,David Koechner,David Koechner,29.692,2,28638,Acting,False
4310,Lee Jun-ho,이준호,29.69,2,1320503,Acting,False
4311,Maggie Smith,Maggie Smith,29.685,1,10978,Acting,False
4312,Audrey Hepburn,Audrey Hepburn,29.685,1,1932,Acting,False
4313,Willow Smith,Willow Smith,29.684,1,49920,Acting,False
4314,Pam Grier,Pam Grier,29.684,1,2230,Acting,False
4315,Annalise Basso,Annalise Basso,29.674,1,1024722,Acting,False
4316,Yumi Kakazu,かかずゆみ,29.673,1,9715,Acting,False
4317,Aoi Koga,古賀葵,29.672,1,2251986,Acting,False
4318,Corey Reynolds,Corey Reynolds,29.671,2,8694,Acting,False
4319,Josh O'Connor,Josh O'Connor,29.664,2,1206334,Acting,False
4320,Carlos Alazraqui,Carlos Alazraqui,29.664,2,59784,Acting,False
4321,Chihiro Suzuki,鈴木千尋,29.662,2,931452,Acting,False
4322,Miki Nakatani,中谷美紀,29.652,1,27778,Acting,False
4323,Seo Yea-ji,서예지,29.646,1,1353829,Acting,False
4324,Kriti Sanon,Kriti Sanon,29.646,1,1285028,Acting,False
4325,Rose Abdoo,Rose Abdoo,29.646,1,31507,Acting,False
4326,Daniel Covell,Daniel Covell,29.644,2,1081433,Acting,False
4327,Lori Petty,Lori Petty,29.642,1,15309,Acting,False
4328,Ra Mi-ran,라미란,29.641,1,980225,Acting,False
4329,Luke Pasqualino,Luke Pasqualino,29.639,2,220232,Acting,False
4330,Violett Beane,Violett Beane,29.633,1,1515230,Acting,False
4331,Chaske Spencer,Chaske Spencer,29.628,2,84219,Acting,False
4332,Hana Hayes,Hana Hayes,29.624,1,992374,Acting,False
4333,Austin Abrams,Austin Abrams,29.623,2,148992,Acting,False
4334,Tom Cavanagh,Tom Cavanagh,29.613,2,59216,Acting,False
4335,Arye Gross,Arye Gross,29.611,2,72028,Acting,False
4336,Amy Stiller,Amy Stiller,29.608,1,26046,Acting,False
4337,Shemar Moore,Shemar Moore,29.606,2,50266,Acting,False
4338,Lin Yi,林一,29.605,2,2312400,Acting,False
4339,Nobuyuki Hiyama,檜山修之,29.604,2,90137,Acting,False
4340,Robert Vaughn,Robert Vaughn,29.604,2,14060,Acting,False
4341,Paddi Edwards,Paddi Edwards,29.603,1,157660,Acting,False
4342,Harry Dean Stanton,Harry Dean Stanton,29.597,2,5048,Acting,False
4343,Ed Bishop,Ed Bishop,29.596,2,108277,Acting,False
4344,Thomas Haden Church,Thomas Haden Church,29.594,2,19159,Acting,False
4345,John Malkovich,John Malkovich,29.589,2,6949,Acting,False
4346,Carolina Dieckmann,Carolina Dieckmann,29.588,1,583627,Acting,False
4347,Ayo Edebiri,Ayo Edebiri,29.585,1,2195140,Acting,False
4348,Marina Vlady,Marina Vlady,29.582,1,14813,Acting,False
4349,Joji Yanami,八奈見乗児,29.582,2,619,Acting,False
4350,Ayame Misaki,水崎綾女,29.579,1,1015824,Acting,False
4351,Farhad Aslani,فرهاد اصلانی,29.578,2,1240284,Acting,False
4352,Michelle Hurd,Michelle Hurd,29.578,1,91461,Acting,False
4353,Kristanna Loken,Kristanna Loken,29.578,1,7218,Acting,False
4354,Alyona Khmelnitskaya,Алёна Хмельницкая,29.576,1,1090816,Acting,False
4355,Phyllis Logan,Phyllis Logan,29.576,1,127164,Acting,False
4356,Martin Sensmeier,Martin Sensmeier,29.575,2,1584347,Acting,False
4357,Keisha Castle-Hughes,Keisha Castle-Hughes,29.568,1,15293,Acting,False
4358,Noriko Ohara,小原乃梨子,29.566,1,1018899,Acting,False
4359,Kevin Smith,Kevin Smith,29.561,2,19303,Directing,False
4360,Bianca Bree,Bianca Bree,29.555,1,1084848,Acting,False
4361,David Lynch,David Lynch,29.553,2,5602,Directing,False
4362,Michael Gross,Michael Gross,29.548,2,67015,Acting,False
4363,Ari Ozawa,小澤亜李,29.544,1,1454214,Acting,False
4364,Machiko Ono,尾野真千子,29.544,1,20705,Acting,False
4365,Michasha Armstrong,Michasha Armstrong,29.542,2,1237734,Acting,False
4366,Dann Florek,Dann Florek,29.542,2,9175,Acting,False
4367,John C. Reilly,John C. Reilly,29.541,2,4764,Acting,False
4368,Christopher Plummer,Christopher Plummer,29.538,2,290,Acting,False
4369,Zosia Mamet,Zosia Mamet,29.537,1,206966,Acting,False
4370,David Doyle,David Doyle,29.536,2,123632,Acting,False
4371,Kang Kyung-hun,강경헌,29.536,1,87871,Acting,False
4372,Eri Kitamura,喜多村英梨,29.532,1,225999,Acting,False
4373,Li Meng,李梦,29.531,1,1174686,Acting,False
4374,Grigorij Sijatvinda,Григорий Сиятвинда,29.53,2,86963,Acting,False
4375,Christine Taylor,Christine Taylor,29.528,1,15286,Acting,False
4376,Takeshi Kitano,Takeshi Kitano,29.528,2,3317,Directing,False
4377,Fairouz Ai,ファイルーズあい,29.527,1,2359492,Acting,False
4378,Joseph Zeng,曾舜晞,29.521,2,1803092,Acting,False
4379,Tom Milanovich,Tom Milanovich,29.52,2,86571,Acting,False
4380,Jung Yu-mi,정유미,29.519,1,127720,Acting,False
4381,John Newland,John Newland,29.519,2,15766,Directing,False
4382,James Best,James Best,29.518,2,40185,Acting,False
4383,Sung Kang,Sung Kang,29.511,2,61697,Acting,False
4384,Michael Bowen,Michael Bowen,29.507,2,2234,Acting,False
4385,Jeanne Goursaud,Jeanne Goursaud,29.506,1,1521843,Acting,False
4386,Polly Shannon,Polly Shannon,29.506,1,30609,Acting,False
4387,Oleg Gaas,Олег Гаас,29.505,2,1474280,Acting,False
4388,Michael Buffer,Michael Buffer,29.504,2,66072,Acting,False
4389,Hannah Murray,Hannah Murray,29.5,1,213395,Acting,False
4390,Lionel Barrymore,Lionel Barrymore,29.5,2,17753,Acting,False
4391,George Gaynes,George Gaynes,29.499,2,57351,Acting,False
4392,Andy Fickman,Andy Fickman,29.498,2,58375,Directing,False
4393,Lucy Cohu,Lucy Cohu,29.498,1,29235,Acting,False
4394,Karisma Kapoor,Karisma Kapoor,29.497,1,76233,Acting,False
4395,Chie Nakamura,中村千絵,29.493,1,82057,Acting,False
4396,Chris Potter,Chris Potter,29.491,2,72997,Acting,False
4397,Tony Plana,Tony Plana,29.49,2,41737,Acting,False
4398,Oliver Masucci,Oliver Masucci,29.488,2,213581,Acting,False
4399,Yoo Ji-tae,유지태,29.488,2,10112,Acting,False
4400,Eddie Jones,Eddie Jones,29.488,2,8692,Acting,False
4401,Ashley Tisdale,Ashley Tisdale,29.487,1,67600,Acting,False
4402,Stanislav Chekan,Станислав Чекан,29.478,2,86685,Acting,False
4403,Annalisa Cochrane,Annalisa Cochrane,29.476,1,1489441,Acting,False
4404,Gong Yoo,공유,29.476,2,150903,Acting,False
4405,Misaki Suzuki,鈴木美咲,29.475,1,2699056,Visual Effects,False
4406,Phoebe Waller-Bridge,Phoebe Waller-Bridge,29.475,1,1023483,Acting,False
4407,Anil Kapoor,Anil Kapoor,29.475,2,72118,Acting,False
4408,Ted Raimi,Ted Raimi,29.475,2,11769,Acting,False
4409,Kelli McCarty,Kelli McCarty,29.471,1,99097,Acting,False
4410,Arata Furuta,古田新太,29.468,2,146785,Acting,False
4411,Camille Cottin,Camille Cottin,29.467,1,1348474,Acting,False
4412,Hélène Zimmer,Hélène Zimmer,29.465,1,1016073,Writing,False
4413,Michael Trucco,Michael Trucco,29.463,2,83456,Acting,False
4414,Martin Donovan,Martin Donovan,29.462,2,42993,Acting,False
4415,Bree Turner,Bree Turner,29.46,1,62065,Acting,False
4416,Nonso Anozie,Nonso Anozie,29.46,2,43547,Acting,False
