,name,original_name,popularity,gender,id,known_for_department,adult
4417,Masanobu Ando,安藤政信,29.458,2,74862,Acting,False
4418,Carlos Sainz Jr.,Carlos Sainz Jr.,29.457,2,2309871,Acting,False
4419,Jaclyn Smith,Jaclyn Smith,29.457,1,55635,Acting,False
4420,Koji Yamamoto,山本耕史,29.452,2,133944,Acting,False
4421,Matilda De Angelis,Matilda De Angelis,29.449,1,1589101,Acting,False
4422,Patch Darragh,Patch Darragh,29.441,2,172156,Acting,False
4423,Lidiya Smirnova,Лидия Смирнова,29.441,1,86741,Acting,False
4424,Stephanie Sigman,Stephanie Sigman,29.435,1,929937,Acting,False
4425,Milind Gunaji,Milind Gunaji,29.431,2,128728,Acting,False
4426,Ramón Rodríguez,Ramón Rodríguez,29.427,2,72985,Acting,False
4427,Yuko Kobayashi,小林優子,29.425,1,552600,Acting,False
4428,Matthew MacCaull,Matthew MacCaull,29.424,2,140182,Acting,False
4429,Janice Man,Janice Man,29.424,1,78253,Acting,False
4430,Gabrielle Carteris,Gabrielle Carteris,29.423,1,175483,Acting,False
4431,Gerrit Graham,Gerrit Graham,29.42,2,26283,Acting,False
4432,Adam Rothenberg,Adam Rothenberg,29.414,2,129099,Acting,False
4433,Letizia Ciampa,Letizia Ciampa,29.413,1,587935,Acting,False
4434,Neil Gaiman,Neil Gaiman,29.41,2,23446,Writing,False
4435,Choi Seung-hyun,최승현,29.409,2,80981,Acting,False
4436,Priscilla Presley,Priscilla Presley,29.405,1,12949,Acting,False
4437,Kim Soo-hyun,김수현,29.403,2,1251581,Acting,False
4438,Jack Warden,Jack Warden,29.403,2,5251,Acting,False
4439,Anthony Perkins,Anthony Perkins,29.4,2,7301,Acting,False
4440,Ben Miller,Ben Miller,29.396,2,18025,Acting,False
4441,Michael Wincott,Michael Wincott,29.396,2,7486,Acting,False
4442,Park Hyun-jung,Park Hyun-jung,29.395,1,2094677,Acting,False
4443,Octavia Spencer,Octavia Spencer,29.395,1,6944,Acting,False
4444,Kate Moss,Kate Moss,29.386,1,533007,Acting,False
4445,Lee Wan,이완,29.385,2,1238552,Acting,False
4446,Katsuji Mori,森功至,29.383,2,547989,Acting,False
4447,Baekhyun,백현,29.382,2,1574598,Acting,False
4448,Michael Emerson,Michael Emerson,29.382,2,2136,Acting,False
4449,Craig T. Nelson,Craig T. Nelson,29.381,2,8977,Acting,False
4450,Allison Williams,Allison Williams,29.372,1,1255540,Acting,False
4451,Yuki Saito,Yuki Saito,29.371,1,147897,Acting,False
4452,Luke Thompson,Luke Thompson,29.368,2,1127887,Acting,False
4453,Omar Sharif,Omar Sharif,29.366,2,5004,Acting,False
4454,Charlie Cox,Charlie Cox,29.359,2,23458,Acting,False
4455,Yuen Wah,Yuen Wah,29.356,2,57609,Acting,False
4456,Philip Bolden,Philip Bolden,29.353,2,64066,Acting,False
4457,Natalya Seleznyova,Наталья Селезнёва,29.352,1,124429,Acting,False
4458,Kovai Sarala,Kovai Sarala,29.351,1,435722,Acting,False
4459,Greta Scacchi,Greta Scacchi,29.349,1,21245,Acting,False
4460,Dai Si,代斯,29.348,1,1976642,Acting,False
4461,Lee Jung-hyun,이정현,29.345,1,1244822,Acting,False
4462,Chiaki Takahashi,たかはし智秋,29.343,1,1222054,Acting,False
4463,David Costabile,David Costabile,29.336,2,82167,Acting,False
4464,Eric Tsang,Eric Tsang,29.336,2,26724,Acting,False
4465,Chris Bauer,Chris Bauer,29.336,2,4445,Acting,False
4466,Alexandra Jiménez,Alexandra Jiménez,29.333,1,114460,Acting,False
4467,John Colicos,John Colicos,29.333,2,15765,Acting,False
4468,Shinya Tsukamoto,Shinya Tsukamoto,29.333,2,58608,Directing,False
4469,Kiyoshi Kurosawa,黒沢清,29.33,2,26882,Directing,False
4470,Wan Peng,萬鵬,29.329,1,2187124,Acting,False
4471,Lindsay Price,Lindsay Price,29.328,1,87316,Acting,False
4472,Ellen Hollman,Ellen Hollman,29.328,1,83218,Acting,False
4473,Susanna Thompson,Susanna Thompson,29.327,1,62547,Acting,False
4474,Melis Birkan,Melis Birkan,29.324,1,142856,Acting,False
4475,Kenichi Matsuyama,松山ケンイチ,29.324,2,79037,Acting,False
4476,Judd Nelson,Judd Nelson,29.324,2,21624,Acting,False
4477,Ryoko Hirosue,広末涼子,29.319,1,21658,Acting,False
4478,Akemi Okamura,岡村明美,29.316,1,90133,Acting,False
4479,Mike Myers,Mike Myers,29.316,2,12073,Acting,False
4480,Itziar Ituño,Itziar Ituño,29.314,1,947514,Acting,False
4481,Song Jia,Song Jia,29.312,1,96614,Acting,False
4482,Daniel Kaluuya,Daniel Kaluuya,29.308,2,206919,Acting,False
4483,Laura Harring,Laura Harring,29.308,1,15007,Acting,False
4484,Jadyn Wong,Jadyn Wong,29.302,1,86765,Acting,False
4485,Hatice Aslan,Hatice Aslan,29.301,1,87222,Acting,False
4486,Olga Lapshina,Ольга Лапшина,29.299,1,584045,Acting,False
4487,Sarah McElligott,Sarah McElligott,29.296,0,1085712,Acting,False
4488,Jason Sklar,Jason Sklar,29.293,2,172169,Acting,False
4489,Kate Capshaw,Kate Capshaw,29.291,1,689,Acting,False
4490,Elena Anaya,Elena Anaya,29.291,1,3623,Acting,False
4491,Jung Kyung-ho,정경호,29.288,2,79578,Acting,False
4492,Sverrir Gudnason,Sverrir Gudnason,29.287,2,87663,Acting,False
4493,Alex O'Loughlin,Alex O'Loughlin,29.285,2,41297,Acting,False
4494,Don DaGradi,Don DaGradi,29.285,2,5837,Directing,False
4495,Tom Conti,Tom Conti,29.282,2,71010,Acting,False
4496,Geoffrey Lewis,Geoffrey Lewis,29.278,2,18071,Acting,False
4497,Frunzik Mkrtchyan,Մհեր Մկրտչյան,29.274,2,86696,Acting,False
4498,Narana Erdyneeva,Нарана Эрдынеева,29.268,1,4176028,Acting,False
4499,Asami Mizukawa,水川あさみ,29.266,1,71643,Acting,False
4500,Craig Kyle,Craig Kyle,29.264,2,87173,Writing,False
4501,Aly Michalka,Aly Michalka,29.262,1,90033,Acting,False
4502,Lee Joo-hyun,이주현,29.261,2,1238855,Acting,False
4503,Asami,Asami,29.258,1,76164,Acting,False
4504,Chris Messina,Chris Messina,29.254,2,61659,Acting,False
4505,Camille Winbush,Camille Winbush,29.252,1,1222948,Acting,False
4506,Kathleen Kennedy,Kathleen Kennedy,29.247,1,489,Production,False
4507,Elizabeth Daily,Elizabeth Daily,29.246,1,15274,Acting,False
4508,Semyon Farada,Семён Фарада,29.242,2,99297,Acting,False
4509,Barbara Hershey,Barbara Hershey,29.241,1,10767,Acting,False
4510,Kenyu Horiuchi,堀内賢雄,29.24,2,1222060,Acting,False
4511,Mami Koyama,小山茉美,29.238,1,1680,Acting,False
4512,Ryu Soo-young,류수영,29.237,2,1254390,Acting,False
4513,Candus Churchill,Candus Churchill,29.237,1,41432,Acting,False
4514,Johnny Messner,Johnny Messner,29.236,2,21798,Acting,False
4515,Mukesh Tiwari,Mukesh Tiwari,29.235,2,86064,Acting,False
4516,James Callis,James Callis,29.233,2,9145,Acting,False
4517,Sean Gunn,Sean Gunn,29.23,2,51663,Acting,False
4518,Maurice Denham,Maurice Denham,29.23,2,39952,Acting,False
4519,Tom Mannion,Tom Mannion,29.229,2,147482,Acting,False
4520,Katherine Parkinson,Katherine Parkinson,29.227,1,74158,Acting,False
4521,Reggie Lee,Reggie Lee,29.227,2,22075,Acting,False
4522,Aki Toyosaki,豊崎愛生,29.226,1,235262,Acting,False
4523,Kim Seol-hyun,김설현,29.223,1,1374514,Acting,False
4524,Amy,Amy,29.221,1,2619457,Acting,False
4525,Sharon Lawrence,Sharon Lawrence,29.22,1,121566,Acting,False
4526,Ryu Hye-young,류혜영,29.219,1,1386540,Acting,False
4527,Kenta Miyake,三宅健太,29.211,2,225603,Acting,False
4528,Taylour Paige,Taylour Paige,29.208,1,1335818,Acting,False
4529,Tim McInnerny,Tim McInnerny,29.207,2,41043,Acting,False
4530,Park Ji-hu,박지후,29.206,1,2125084,Acting,False
4531,Pat Crowley,Pat Crowley,29.206,1,41252,Acting,False
4532,Chris Burns,Chris Burns,29.201,2,79347,Acting,False
4533,Jonathan Bennett,Jonathan Bennett,29.194,2,76996,Acting,False
4534,Abhishek Bachchan,Abhishek Bachchan,29.19,2,35793,Acting,False
4535,Laura Surrich,Laura Surrich,29.173,1,1949148,Acting,False
4536,Keith Allen,Keith Allen,29.168,2,20056,Acting,False
4537,Ha Seok-jin,하석진,29.163,2,105409,Acting,False
4538,Michael Richards,Michael Richards,29.163,2,50807,Acting,False
4539,Langley Kirkwood,Langley Kirkwood,29.163,2,37093,Acting,False
4540,Michelle Choi-Lee,Michelle Choi-Lee,29.157,1,1840725,Acting,False
4541,Aimee Xu,艾米,29.156,1,3564490,Acting,False
4542,Giovanna Lancellotti,Giovanna Lancellotti,29.156,1,1255197,Acting,False
4543,Dr. Seuss,Dr. Seuss,29.156,2,65705,Writing,False
4544,Rhys Darby,Rhys Darby,29.151,2,82666,Acting,False
4545,Leven Rambin,Leven Rambin,29.149,1,207401,Acting,False
4546,Richard Jordan,Richard Jordan,29.147,2,12518,Acting,False
4547,Matilda Ziegler,Matilda Ziegler,29.137,1,195544,Acting,False
4548,Lin Yun,林允,29.135,1,1574909,Acting,False
4549,Takeshi Aono,青野武,29.133,2,81852,Acting,False
4550,Song Seung-heon,송승헌,29.131,2,83020,Acting,False
4551,Tawny Cypress,Tawny Cypress,29.13,1,34066,Acting,False
4552,Stephen Dillane,Stephen Dillane,29.129,2,8435,Acting,False
4553,Go Kyung-pyo,고경표,29.127,2,1257601,Acting,False
4554,Nikki Griffin,Nikki Griffin,29.126,1,88677,Acting,False
4555,Toshiko Fujita,藤田淑子,29.125,1,144100,Acting,False
4556,Aglaya Shilovskaya,Аглая Шиловская,29.121,1,585357,Acting,False
4557,Yvonne Yung Hung,翁虹,29.119,1,122822,Acting,False
4558,Andrew Lowe,Andrew Lowe,29.119,2,43144,Production,False
4559,Lauren Graham,Lauren Graham,29.119,1,16858,Acting,False
4560,Geoffrey Lewis,Geoffrey Lewis,29.278,2,18071,Acting,False
4561,Frunzik Mkrtchyan,Մհեր Մկրտչյան,29.274,2,86696,Acting,False
4562,Narana Erdyneeva,Нарана Эрдынеева,29.268,1,4176028,Acting,False
4563,Asami Mizukawa,水川あさみ,29.266,1,71643,Acting,False
4564,Craig Kyle,Craig Kyle,29.264,2,87173,Writing,False
4565,Aly Michalka,Aly Michalka,29.262,1,90033,Acting,False
4566,Lee Joo-hyun,이주현,29.261,2,1238855,Acting,False
4567,Asami,Asami,29.258,1,76164,Acting,False
4568,Chris Messina,Chris Messina,29.254,2,61659,Acting,False
4569,Camille Winbush,Camille Winbush,29.252,1,1222948,Acting,False
4570,Kathleen Kennedy,Kathleen Kennedy,29.247,1,489,Production,False
4571,Elizabeth Daily,Elizabeth Daily,29.246,1,15274,Acting,False
4572,Semyon Farada,Семён Фарада,29.242,2,99297,Acting,False
4573,Barbara Hershey,Barbara Hershey,29.241,1,10767,Acting,False
4574,Kenyu Horiuchi,堀内賢雄,29.24,2,1222060,Acting,False
4575,Mami Koyama,小山茉美,29.238,1,1680,Acting,False
4576,Ryu Soo-young,류수영,29.237,2,1254390,Acting,False
4577,Candus Churchill,Candus Churchill,29.237,1,41432,Acting,False
4578,Johnny Messner,Johnny Messner,29.236,2,21798,Acting,False
4579,Mukesh Tiwari,Mukesh Tiwari,29.235,2,86064,Acting,False
4580,Rory Kinnear,Rory Kinnear,29.08,2,139549,Acting,False
4581,Lee Sang-yeob,이상엽,29.075,2,1029156,Acting,False
4582,Sharwanand,Sharwanand,29.075,2,588007,Acting,False
4583,Irrfan Khan,Irrfan Khan,29.075,2,76793,Acting,False
4584,Park Keun-rok,박근록,29.072,2,1709230,Acting,False
4585,Rory McCann,Rory McCann,29.07,2,3075,Acting,False
4586,Bae Yoon-kyung,배윤경,29.069,1,2330965,Acting,False
4587,Molly C. Quinn,Molly C. Quinn,29.069,1,96349,Acting,False
4588,David Strathairn,David Strathairn,29.066,2,11064,Acting,False
4589,Alexandra Maria Lara,Alexandra Maria Lara,29.063,1,5644,Acting,False
4590,Masaya Takatsuka,高塚正也,29.061,2,1243481,Acting,False
4591,Mika Kanai,かないみか,29.06,1,129815,Acting,False
4592,Bradley Pierce,Bradley Pierce,29.056,2,145151,Acting,False
4593,Jake Weber,Jake Weber,29.056,2,4177,Acting,False
4594,Franck Khalfoun,Franck Khalfoun,29.055,2,64211,Directing,False
4595,Paul McCartney,Paul McCartney,29.052,2,10215,Acting,False
4596,Seo Hye-won,서혜원,29.05,1,2285866,Acting,False
4597,Tsuyoshi Muro,ムロツヨシ,29.05,2,124963,Acting,False
4598,Armie Hammer,Armie Hammer,29.05,2,53807,Acting,False
4599,Bobby Moynihan,Bobby Moynihan,29.049,2,452205,Acting,False
4600,Laura Surrich,Laura Surrich,29.173,1,1949148,Acting,False
4601,Keith Allen,Keith Allen,29.168,2,20056,Acting,False
4602,Ha Seok-jin,하석진,29.163,2,105409,Acting,False
4603,Michael Richards,Michael Richards,29.163,2,50807,Acting,False
4604,Langley Kirkwood,Langley Kirkwood,29.163,2,37093,Acting,False
4605,Aimee Xu,艾米,29.156,1,3564490,Acting,False
4606,Giovanna Lancellotti,Giovanna Lancellotti,29.156,1,1255197,Acting,False
4607,Dr. Seuss,Dr. Seuss,29.156,2,65705,Writing,False
4608,Rhys Darby,Rhys Darby,29.151,2,82666,Acting,False
4609,Leven Rambin,Leven Rambin,29.149,1,207401,Acting,False
4610,Richard Jordan,Richard Jordan,29.147,2,12518,Acting,False
4611,Matilda Ziegler,Matilda Ziegler,29.137,1,195544,Acting,False
4612,Lin Yun,林允,29.135,1,1574909,Acting,False
4613,Takeshi Aono,青野武,29.133,2,81852,Acting,False
4614,Song Seung-heon,송승헌,29.131,2,83020,Acting,False
4615,Tawny Cypress,Tawny Cypress,29.13,1,34066,Acting,False
4616,Stephen Dillane,Stephen Dillane,29.129,2,8435,Acting,False
4617,Go Kyung-pyo,고경표,29.127,2,1257601,Acting,False
4618,Nikki Griffin,Nikki Griffin,29.126,1,88677,Acting,False
4619,Toshiko Fujita,藤田淑子,29.125,1,144100,Acting,False
4620,Gakuto Kajiwara,梶原岳人,29.017,2,1919881,Acting,False
4621,Yevgeni Gerasimov,Евгений Герасимов,29.012,2,86754,Acting,False
4622,Luc Besson,Luc Besson,29.012,2,59,Directing,False
4623,Clarke Peters,Clarke Peters,29.009,2,61011,Acting,False
4624,Andrei Panin,Андрей Панин,29.008,2,86954,Acting,False
4625,Park Sol-mi,박솔미,29.007,1,1243890,Acting,False
4626,Cynthia Addai-Robinson,Cynthia Addai-Robinson,29.004,1,182272,Acting,False
4627,Christian Camargo,Christian Camargo,29.004,2,122029,Acting,False
4628,Kohei Miyauchi,宮内幸平,29.002,2,618,Acting,False
4629,Rose McIver,Rose McIver,29.0,1,53485,Acting,False
4630,Roy Brocksmith,Roy Brocksmith,28.998,2,12888,Acting,False
4631,Stefano Accorsi,Stefano Accorsi,28.997,2,65571,Acting,False
4632,Luke Goss,Luke Goss,28.996,2,10843,Acting,False
4633,Blair Underwood,Blair Underwood,28.993,2,56871,Acting,False
4634,Ruth Bradley,Ruth Bradley,28.991,1,58430,Acting,False
4635,Wilford Brimley,Wilford Brimley,28.99,2,11065,Acting,False
4636,Lynda Carter,Lynda Carter,28.984,1,44935,Acting,False
4637,Barry Pepper,Barry Pepper,28.984,2,12834,Acting,False
4638,Melissa Leo,Melissa Leo,28.983,1,6832,Acting,False
4639,Carla Gallo,Carla Gallo,28.982,1,54708,Acting,False
4640,Kadir Doğulu,Kadir Doğulu,28.981,2,1258530,Acting,False
4641,Izabela Vidovic,Izabela Vidovic,28.98,1,1109976,Acting,False
4642,Kevin Chamberlin,Kevin Chamberlin,28.978,2,34395,Acting,False
4643,Yoku Shioya,塩屋翼,28.977,2,235337,Acting,False
4644,Reba McEntire,Reba McEntire,28.968,1,21986,Acting,False
4645,Kaiti Finou,Καίτη Φίνου,28.967,1,1147247,Acting,False
4646,Peter Vaughan,Peter Vaughan,28.965,2,386,Acting,False
4647,Jean Simmons,Jean Simmons,28.964,1,14500,Acting,False
4648,Zhou Yutong,周雨彤,28.963,1,1782333,Acting,False
4649,Chyler Leigh,Chyler Leigh,28.963,1,69210,Acting,False
4650,Natasha Richardson,Natasha Richardson,28.961,1,20162,Acting,False
4651,Robert Clotworthy,Robert Clotworthy,28.958,2,35172,Acting,False
4652,Miguel Sandoval,Miguel Sandoval,28.956,2,30488,Acting,False
4653,Jamilla Obispo,Jamilla Obispo,28.954,1,1053797,Acting,False
4654,Matt Czuchry,Matt Czuchry,28.953,2,55547,Acting,False
4655,Kari Wahlgren,Kari Wahlgren,28.949,1,116315,Acting,False
4656,Hiro Shimono,下野紘,28.948,2,119145,Acting,False
4657,Garik Sukachyov,Гарик Сукачев,28.948,2,86961,Acting,False
4658,Art Garfunkel,Art Garfunkel,28.945,2,64928,Acting,False
4659,Burt Lancaster,Burt Lancaster,28.943,2,13784,Acting,False
4660,Tom Cullen,Tom Cullen,28.942,2,586000,Acting,False
4661,Eve Harlow,Eve Harlow,28.942,1,209723,Acting,False
4662,Matt Malloy,Matt Malloy,28.941,2,19208,Acting,False
4663,Terry Serpico,Terry Serpico,28.941,2,2257,Acting,False
4664,Chris Parnell,Chris Parnell,28.94,2,51382,Acting,False
4665,Kim Hye-soo,김혜수,28.938,1,146245,Acting,False
4666,Stefania Sandrelli,Stefania Sandrelli,28.937,1,34027,Acting,False
4667,Lee Sun-bin,이선빈,28.931,1,1716008,Acting,False
4668,Zhao Zhao Yi,Zhao Zhao Yi,28.927,1,2364797,Acting,False
4669,Lois Nettleton,Lois Nettleton,28.925,1,89043,Acting,False
4670,Annette Badland,Annette Badland,28.925,1,30320,Acting,False
4671,Jung Jin-young,정진영,28.916,2,96484,Acting,False
4672,Yoo Chae-young,유채영,28.913,1,87541,Acting,False
4673,Kazuko Sugiyama,杉山佳寿子,28.91,1,114913,Acting,False
4674,William Windom,William Windom,28.908,2,8499,Acting,False
4675,Kengo Kora,高良健吾,28.904,2,120690,Acting,False
4676,Svetlana Druzhinina,Светлана Дружинина,28.896,1,86895,Directing,False
4677,Olivia Rodrigo,Olivia Rodrigo,28.886,1,1713725,Acting,False
4678,Ahn Jae-wook,안재욱,28.886,2,1243254,Acting,False
4679,Jim Backus,Jim Backus,28.883,2,2771,Acting,False
4680,Mitsuru Fukikoshi,吹越満,28.882,2,120918,Acting,False
4681,Sam Witwer,Sam Witwer,28.88,2,46362,Acting,False
4682,Jeff Satur,วรกมล ซาเตอร์,28.878,2,2450028,Acting,False
4683,Issei Futamata,二又一成,28.877,2,551981,Acting,False
4684,Melora Walters,Melora Walters,28.876,1,4766,Acting,False
4685,Wi Ha-jun,위하준,28.871,2,1557181,Acting,False
4686,Hal Bokar,Hal Bokar,28.869,2,157458,Acting,False
4687,Shin Min-a,신민아,28.869,1,116175,Acting,False
4688,Reina Kondo,近藤玲奈,28.867,1,1922614,Acting,False
4689,Kaori Ishihara,石原夏織,28.867,1,1071391,Acting,False
4690,Elena Safonova,Елена Сафонова,28.859,1,262929,Acting,False
4691,Shunji Iwai,岩井俊二,28.859,2,55785,Directing,False
4692,Gloria Reuben,Gloria Reuben,28.856,1,21369,Acting,False
4693,Jack Lowden,Jack Lowden,28.854,2,1334638,Acting,False
4694,Andrew Scott,Andrew Scott,28.854,2,125660,Acting,False
4695,Melissa Fumero,Melissa Fumero,28.849,1,1220767,Acting,False
4696,Charlotte Lewis,Charlotte Lewis,28.849,1,42558,Acting,False
4697,Vica Kerekes,Vica Kerekes,28.846,1,142476,Acting,False
4698,Ric Young,Ric Young,28.846,2,11397,Acting,False
4699,John Cho,John Cho,28.845,2,68842,Acting,False
4700,Tim Blake Nelson,Tim Blake Nelson,28.844,2,1462,Acting,False
4701,Ryan Zheng Kai,鄭愷,28.841,2,1279598,Acting,False
4702,Kamil Larin,Камиль Ларин,28.837,2,86863,Acting,False
4703,Bill Barretta,Bill Barretta,28.837,2,64182,Acting,False
4704,Edie McClurg,Edie McClurg,28.837,1,3202,Acting,False
4705,Soichiro Hoshi,保志総一朗,28.835,2,89879,Acting,False
4706,Sota Fukushi,福士蒼汰,28.834,2,1149334,Acting,False
4707,Peter Breck,Peter Breck,28.833,2,35189,Acting,False
4708,Park Myung-hoon,박명훈,28.827,2,1694435,Acting,False
4709,John Carradine,John Carradine,28.827,2,8516,Acting,False
4710,Katherine Langford,Katherine Langford,28.826,1,1636738,Acting,False
4711,Miki Mizuno,水野美紀,28.826,1,128039,Acting,False
4712,İrem Helvacıoğlu,İrem Helvacıoğlu,28.825,1,2004921,Acting,False
4713,Nenji Kobayashi,小林稔侍,28.824,2,72495,Acting,False
4714,Megumi Toyoguchi,豊口めぐみ,28.822,1,9710,Acting,False
4715,Singampuli,Singampuli,28.821,2,585374,Acting,False
4716,Frank Sivero,Frank Sivero,28.82,2,11480,Acting,False
4717,Joe Russo,Joe Russo,28.817,2,19272,Directing,False
4718,Bojana Novaković,Bojana Novaković,28.816,1,81682,Acting,False
4719,Park Ji-yeon,박지연,28.815,1,64502,Acting,False
4720,Richard Cetrone,Richard Cetrone,28.809,2,12371,Acting,False
4721,Hiroki Yasumoto,安元洋貴,28.808,2,216448,Acting,False
4722,Tom Ackerley,Tom Ackerley,28.807,2,1363079,Production,False
4723,Richard Lewis,Richard Lewis,28.805,2,6105,Acting,False
4724,Alan Scarfe,Alan Scarfe,28.803,2,26075,Acting,False
4725,Sybil Danning,Sybil Danning,28.801,1,29541,Acting,False
4726,Paul Shaffer,Paul Shaffer,28.798,2,69921,Acting,False
4727,Machiko Kyō,京マチ子,28.798,1,7451,Acting,False
4728,Glenn Howerton,Glenn Howerton,28.797,2,77870,Acting,False
4729,Leigh Whannell,Leigh Whannell,28.796,2,2128,Writing,False
4730,Shawn Wayans,Shawn Wayans,28.792,2,35690,Acting,False
4731,Kenji Nojima,野島健児,28.789,2,126698,Acting,False
4732,Bertan Asllani,Bertan Asllani,28.784,2,2920776,Acting,False
4733,Jeff Hardy,Jeff Hardy,28.78,2,90027,Acting,False
4734,Eugenie Liu,劉奕兒,28.779,1,1708946,Acting,False
4735,Demian Slade,Demian Slade,28.774,2,87562,Acting,False
4736,John Getz,John Getz,28.773,2,20211,Acting,False
4737,Pichana Yoosuk,Pichana Yoosuk,28.772,1,2840302,Acting,False
